"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Johan Hedberg","JOHAN.HEDBERG","8460704","11-12","N.J","G","L",1973-05-05,38,1994,9,218,27,1591.17,57.34,701.09,940.59,56.62,91.82,93.9,93.98,-0.08,3.34,-0.72
"Johan Hedberg","JOHAN.HEDBERG","8460704","12-13","N.J","G","L",1973-05-05,39,1994,9,218,19,1108.27,50.93,438,592.68,39.69,88.37,91.41,93.3,-1.9,-12.35,-11.24
"Johan Holmqvist","JOHAN.HOLMQVIST","8466303","07-08","DAL/T.B","G","L",1978-05-24,29,1997,7,175,47,2549.35,128.76,1154.18,1603.05,91.83,88.84,91.97,94.27,-2.3,-23.68,-36.93
"John Curry","JOHN.CURRY","8474202","08-09","PIT","G","L",1984-02-27,24,2002,NA,NA,3,149.75,5.84,66.82,92.59,6.35,91.26,93.69,93.14,0.55,0.27,0.51
"John Curry","JOHN.CURRY","8474202","09-10","PIT","G","L",1984-02-27,25,2002,NA,NA,1,24.48,4.84,13.86,16.87,1.44,65.08,71.31,91.46,-20.15,-3.61,-3.4
"John Curry","JOHN.CURRY","8474202","13-14","MIN","G","L",1984-02-27,29,2002,NA,NA,2,79.63,4.34,58.6,73.65,5.58,92.59,94.11,92.42,1.68,0.7,1.24
"John Curry","JOHN.CURRY","8474202","14-15","MIN","G","L",1984-02-27,30,2002,NA,NA,2,71.85,5.11,25.95,37.34,1.89,80.31,86.31,94.94,-8.62,-2.89,-3.22
"John Gibson","JOHN.GIBSON","8476434","13-14","ANA","G","L",1993-07-14,20,2011,2,39,3,181.12,4.21,87.04,136.16,9.31,95.16,96.91,93.16,3.75,3.28,5.1
"John Gibson","JOHN.GIBSON","8476434","14-15","ANA","G","L",1993-07-14,21,2011,2,39,23,1339.92,58.11,680.64,938.36,56.69,91.46,93.81,93.96,-0.15,-0.07,-1.42
"John Gibson","JOHN.GIBSON","8476434","15-16","ANA","G","L",1993-07-14,22,2011,2,39,40,2294.67,78.76,991.28,1410.14,86.12,92.05,94.41,93.89,0.52,5.7,7.36
"John Gibson","JOHN.GIBSON","8476434","16-17","ANA","G","L",1993-07-14,23,2011,2,39,52,2950.35,109.1,1437.9,2012.17,133.48,92.41,94.58,93.37,1.21,15.21,24.38
"John Gibson","JOHN.GIBSON","8476434","17-18","ANA","G","L",1993-07-14,24,2011,2,39,60,3428.48,140.66,1858.82,2657.63,173.52,92.43,94.71,93.47,1.24,22.39,32.86
"John Gibson","JOHN.GIBSON","8476434","18-19","ANA","G","L",1993-07-14,25,2011,2,39,58,3233.03,153.16,1848.87,2613.54,180.06,91.72,94.14,93.11,1.03,13.51,26.9
"John Gibson","JOHN.GIBSON","8476434","19-20","ANA","G","L",1993-07-14,26,2011,2,39,51,2975.73,149.6,1566.81,2219.66,139.68,90.45,93.26,93.71,-0.45,-8.02,-9.92
"John Gibson","JOHN.GIBSON","8476434","20-21","ANA","G","L",1993-07-14,27,2011,2,39,35,2030.5,104.73,1072.93,1481.07,100.79,90.24,92.93,93.19,-0.27,-5.99,-3.94
"John Gibson","JOHN.GIBSON","8476434","21-22","ANA","G","L",1993-07-14,28,2011,2,39,56,3235.58,171.88,1801.61,2513.96,167.52,90.46,93.16,93.34,-0.17,-4.67,-4.36
"John Grahame","JOHN.GRAHAME","8460715","07-08","CAR","G","L",1975-08-31,32,1994,9,229,17,847.52,51.65,429.52,589.96,37.11,87.97,91.25,93.71,-2.46,-12.54,-14.54
"Jon Gillies","JON.GILLIES","8476903","16-17","CGY","G","L",1994-01-22,22,2012,3,75,1,60,0.94,25.34,41.36,2.85,96.29,97.73,93.11,4.62,1.25,1.91
"Jon Gillies","JON.GILLIES","8476903","17-18","CGY","G","L",1994-01-22,23,2012,3,75,11,604.93,29.67,287.17,404.6,27.18,89.67,92.67,93.28,-0.62,-4.48,-2.49
"Jon Gillies","JON.GILLIES","8476903","21-22","N.J/STL","G","L",1994-01-22,27,2012,3,75,20,1004.75,61.99,562.13,749.95,47.99,88.97,91.73,93.6,-1.87,-9.83,-14
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","09-10","TOR","G","L",1984-10-24,24,2003,NA,NA,42,2339.6,111.88,1158.41,1629.96,99.34,90.34,93.14,93.91,-0.77,-9.11,-12.54
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","10-11","TOR","G","L",1984-10-24,25,2003,NA,NA,23,1242.12,67.73,628.99,886.9,51.93,89.23,92.36,94.14,-1.78,-12.86,-15.8
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","11-12","TOR","G","L",1984-10-24,26,2003,NA,NA,42,2300.7,111.34,1143.81,1628.69,98.48,90.27,93.16,93.95,-0.79,-12.35,-12.86
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","12-13","DET","G","L",1984-10-24,27,2003,NA,NA,7,349.25,16.5,143.54,211.12,11.7,88.5,92.18,94.46,-2.27,-3.85,-4.8
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","13-14","DET","G","L",1984-10-24,28,2003,NA,NA,27,1550.7,67.09,723.27,965.57,57.98,90.72,93.05,94,-0.94,-4.9,-9.11
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","14-15","DET","G","L",1984-10-24,29,2003,NA,NA,7,351.2,14.18,166.77,234.13,14.34,91.5,93.94,93.88,0.07,0.04,0.16
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","15-16","BOS","G","L",1984-10-24,30,2003,NA,NA,24,1258.47,57.18,623.16,863.87,49.45,90.82,93.38,94.28,-0.89,-4.08,-7.73
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","16-17","EDM","G","L",1984-10-24,31,2003,NA,NA,7,328.97,16.16,138.8,196.25,12.01,88.36,91.77,93.88,-2.11,-4.16,-4.15
"Jonas Hiller","JONAS.HILLER","8473972","07-08","ANA","G","R",1982-02-12,25,2000,NA,NA,23,1223.12,41.98,576.5,752.97,54.06,92.72,94.42,92.82,1.6,10.5,12.08
"Jonas Hiller","JONAS.HILLER","8473972","08-09","ANA","G","R",1982-02-12,26,2000,NA,NA,46,2486.7,98.44,1211.51,1707.17,110.51,91.87,94.23,93.53,0.71,12.41,12.07
"Jonas Hiller","JONAS.HILLER","8473972","09-10","ANA","G","R",1982-02-12,27,2000,NA,NA,59,3337.73,152.66,1852.63,2563.01,164.81,91.76,94.04,93.57,0.47,11.69,12.15
"Jonas Hiller","JONAS.HILLER","8473972","10-11","ANA","G","R",1982-02-12,28,2000,NA,NA,49,2671.53,113.33,1478.97,2088.19,134.42,92.34,94.57,93.56,1.01,15.69,21.09
"Jonas Hiller","JONAS.HILLER","8473972","11-12","ANA","G","R",1982-02-12,29,2000,NA,NA,73,4252.52,182.64,2035.76,2909.89,184.43,91.03,93.72,93.66,0.06,-6.45,1.79
"Jonas Hiller","JONAS.HILLER","8473972","12-13","ANA","G","R",1982-02-12,30,2000,NA,NA,26,1498.32,59.02,677.55,1001.65,61.07,91.29,94.11,93.9,0.2,0.66,2.05
"Jonas Hiller","JONAS.HILLER","8473972","13-14","ANA","G","R",1982-02-12,31,2000,NA,NA,50,2908.95,119.02,1339.75,1988.62,125.11,91.12,94.01,93.71,0.31,-3.82,6.09
"Jonas Hiller","JONAS.HILLER","8473972","14-15","CGY","G","R",1982-02-12,32,2000,NA,NA,52,2868.83,115.05,1393.47,2044.32,119,91.74,94.37,94.18,0.19,3.78,3.95
"Jonas Hiller","JONAS.HILLER","8473972","15-16","CGY","G","R",1982-02-12,33,2000,NA,NA,26,1350.87,78.76,660.07,954.87,61.58,88.07,91.75,93.55,-1.8,-22.53,-17.18
"Jonas Johansson","JONAS.JOHANSSON","8477992","19-20","BUF","G","L",1995-09-19,23,2014,3,61,6,326.73,16.69,162.38,220.33,12.3,89.72,92.42,94.42,-1.99,-2.02,-4.39
"Jonas Johansson","JONAS.JOHANSSON","8477992","20-21","BUF/COL","G","L",1995-09-19,24,2014,3,61,15,816.83,38.5,380.36,514.66,31.92,89.88,92.52,93.8,-1.28,-3.49,-6.58
"Jonas Johansson","JONAS.JOHANSSON","8477992","21-22","COL/FLA","G","L",1995-09-19,25,2014,3,61,11,486.52,38.63,270.02,346.64,22.26,85.69,88.86,93.58,-4.72,-13.57,-16.37
"Jonathan Bernier","JONATHAN.BERNIER","8473541","07-08","L.A","G","L",1988-08-07,19,2006,1,11,4,238.38,17.15,124.29,188.94,14.7,86.2,90.92,92.22,-1.3,-5.83,-2.45
"Jonathan Bernier","JONATHAN.BERNIER","8473541","09-10","L.A","G","L",1988-08-07,21,2006,1,11,3,185,3.97,88.55,136.75,7.52,95.52,97.1,94.5,2.6,3.89,3.55
"Jonathan Bernier","JONATHAN.BERNIER","8473541","10-11","L.A","G","L",1988-08-07,22,2006,1,11,25,1378.25,56.64,644.5,890.16,53.13,91.21,93.64,94.03,-0.39,-0.42,-3.51
"Jonathan Bernier","JONATHAN.BERNIER","8473541","11-12","L.A","G","L",1988-08-07,23,2006,1,11,16,890.2,35.36,390.81,546.19,32.95,90.95,93.53,93.97,-0.44,-1.53,-2.41
"Jonathan Bernier","JONATHAN.BERNIER","8473541","12-13","L.A","G","L",1988-08-07,24,2006,1,11,14,768.35,23.5,299.56,446.68,26.22,92.16,94.74,94.13,0.61,2.88,2.72
"Jonathan Bernier","JONATHAN.BERNIER","8473541","13-14","TOR","G","L",1988-08-07,25,2006,1,11,55,3083.57,137.29,1780.94,2550.68,145.6,92.29,94.62,94.29,0.33,15.85,8.31
"Jonathan Bernier","JONATHAN.BERNIER","8473541","14-15","TOR","G","L",1988-08-07,26,2006,1,11,58,3177.15,154.61,1757.63,2532.07,156.93,91.2,93.89,93.8,0.09,-4.73,2.32
"Jonathan Bernier","JONATHAN.BERNIER","8473541","15-16","TOR","G","L",1988-08-07,27,2006,1,11,38,2146.77,103.09,1118.94,1574.09,91.22,90.79,93.45,94.2,-0.75,-7.75,-11.87
"Jonathan Bernier","JONATHAN.BERNIER","8473541","16-17","ANA","G","L",1988-08-07,28,2006,1,11,39,1993.18,81.8,962.37,1457.65,90.17,91.5,94.39,93.81,0.57,1.4,8.37
"Jonathan Bernier","JONATHAN.BERNIER","8473541","17-18","COL","G","L",1988-08-07,29,2006,1,11,37,2001.38,94.03,1079.38,1478.39,86.94,91.29,93.64,94.12,-0.48,0.64,-7.09
"Jonathan Bernier","JONATHAN.BERNIER","8473541","18-19","DET","G","L",1988-08-07,30,2006,1,11,35,1859.9,96.73,1031.46,1414.86,91.61,90.62,93.16,93.53,-0.36,-3.75,-5.12
"Jonathan Bernier","JONATHAN.BERNIER","8473541","19-20","DET","G","L",1988-08-07,31,2006,1,11,46,2559.82,129.02,1390.03,1917.38,128.58,90.72,93.27,93.29,-0.02,-3.41,-0.44
"Jonathan Bernier","JONATHAN.BERNIER","8473541","20-21","DET","G","L",1988-08-07,32,2006,1,11,24,1306.45,65.6,774.31,1008.31,67.58,91.53,93.49,93.3,0.2,5.66,1.98
"Jonathan Bernier","JONATHAN.BERNIER","8473541","21-22","N.J","G","L",1988-08-07,33,2006,1,11,10,510.1,25.73,267.08,366.66,23.81,90.37,92.98,93.51,-0.52,-0.94,-1.92
"Jonathan Quick","JONATHAN.QUICK","8471734","07-08","L.A","G","L",1986-01-21,21,2005,3,72,3,140.52,8.86,63.35,87.69,6.3,86.01,89.9,92.82,-2.92,-3.09,-2.56
"Jonathan Quick","JONATHAN.QUICK","8471734","08-09","L.A","G","L",1986-01-21,22,2005,3,72,44,2494.9,102.33,1192.4,1694.3,106.05,91.42,93.96,93.74,0.22,6.77,3.72
"Jonathan Quick","JONATHAN.QUICK","8471734","09-10","L.A","G","L",1986-01-21,23,2005,3,72,72,4258.85,181.32,1924.29,2792.62,171.28,90.58,93.51,93.87,-0.36,-10.61,-10.04
"Jonathan Quick","JONATHAN.QUICK","8471734","10-11","L.A","G","L",1986-01-21,24,2005,3,72,61,3590.57,134.6,1621.84,2336.59,136.14,91.7,94.24,94.17,0.07,6.88,1.54
"Jonathan Quick","JONATHAN.QUICK","8471734","11-12","L.A","G","L",1986-01-21,25,2005,3,72,69,4099.43,130.83,1848.13,2710.13,160.97,92.92,95.17,94.06,1.11,29.12,30.14
"Jonathan Quick","JONATHAN.QUICK","8471734","12-13","L.A","G","L",1986-01-21,26,2005,3,72,37,2133.7,86.04,884.55,1251.72,78.69,90.27,93.13,93.71,-0.59,-8.12,-7.35
"Jonathan Quick","JONATHAN.QUICK","8471734","13-14","L.A","G","L",1986-01-21,27,2005,3,72,49,2904.75,101.74,1184.65,1742.41,109.07,91.41,94.16,93.74,0.42,0.13,7.33
"Jonathan Quick","JONATHAN.QUICK","8471734","14-15","L.A","G","L",1986-01-21,28,2005,3,72,72,4184.25,155.29,1883.91,2676.33,161.82,91.76,94.2,93.95,0.24,5.36,6.53
"Jonathan Quick","JONATHAN.QUICK","8471734","15-16","L.A","G","L",1986-01-21,29,2005,3,72,68,4034.48,149.42,1799.03,2550.86,169.54,91.69,94.14,93.35,0.79,3.86,20.12
"Jonathan Quick","JONATHAN.QUICK","8471734","16-17","L.A","G","L",1986-01-21,30,2005,3,72,17,930.95,35.64,430.12,648.89,46.47,91.71,94.51,92.84,1.67,1.54,10.83
"Jonathan Quick","JONATHAN.QUICK","8471734","17-18","L.A","G","L",1986-01-21,31,2005,3,72,64,3677.08,148.31,1884.45,2691.88,176.58,92.13,94.49,93.44,1.05,16.98,28.27
"Jonathan Quick","JONATHAN.QUICK","8471734","18-19","L.A","G","L",1986-01-21,32,2005,3,72,46,2647.57,151.02,1361.19,1959.59,125.55,88.91,92.29,93.59,-1.3,-28.31,-25.47
"Jonathan Quick","JONATHAN.QUICK","8471734","19-20","L.A","G","L",1986-01-21,33,2005,3,72,42,2516.23,116.88,1239.98,1761.22,110.46,90.57,93.36,93.73,-0.36,-4.83,-6.42
"Jonathan Quick","JONATHAN.QUICK","8471734","20-21","L.A","G","L",1986-01-21,34,2005,3,72,22,1217.98,58.44,572.36,821.18,55.39,89.79,92.88,93.25,-0.37,-5.77,-3.05
"Jonathan Quick","JONATHAN.QUICK","8471734","21-22","L.A","G","L",1986-01-21,35,2005,3,72,46,2685.87,117.88,1294.83,1773.62,129.89,90.9,93.35,92.68,0.68,2.3,12.01
"Joni Ortio","JONI.ORTIO","8475299","13-14","CGY","G","L",1991-04-16,22,2009,6,170,9,500.92,21.7,199.64,301.71,19.63,89.13,92.81,93.49,-0.69,-4.53,-2.07
"Joni Ortio","JONI.ORTIO","8475299","14-15","CGY","G","L",1991-04-16,23,2009,6,170,6,333.28,13.39,146.68,209.63,12.28,90.87,93.61,94.14,-0.53,-0.88,-1.11
"Joni Ortio","JONI.ORTIO","8475299","15-16","CGY","G","L",1991-04-16,24,2009,6,170,22,1196.75,55.55,565.5,818.09,53.24,90.18,93.21,93.49,-0.28,-7.37,-2.31
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","15-16","CBJ","G","L",1994-04-28,21,2012,3,62,31,1803.05,77.82,969.34,1351.44,88.82,91.97,94.24,93.43,0.81,4.77,11
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","16-17","CBJ","G","L",1994-04-28,22,2012,3,62,14,790.52,37.27,391.15,572.8,38.36,90.47,93.49,93.3,0.19,-3.45,1.09
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","17-18","CBJ","G","L",1994-04-28,23,2012,3,62,18,1048.82,57.59,568.36,744.06,49.64,89.87,92.26,93.33,-1.07,-7.74,-7.95
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","18-19","CBJ","G","L",1994-04-28,24,2012,3,62,27,1360.57,67.91,656.12,897.85,57.8,89.65,92.44,93.56,-1.13,-8.76,-10.11
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","19-20","CBJ","G","L",1994-04-28,25,2012,3,62,37,2125.9,92.93,1033.24,1406.96,83.99,91.01,93.39,94.03,-0.64,0.43,-8.94
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","20-21","CBJ","G","L",1994-04-28,26,2012,3,62,33,1747.43,96.68,911.29,1258.57,78.62,89.39,92.32,93.75,-1.43,-12.81,-18.06
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","21-22","CBJ","G","L",1994-04-28,27,2012,3,62,22,1128.48,78.86,655.09,862.26,63.99,87.96,90.85,92.58,-1.72,-18.06,-14.87
"Jordan Binnington","JORDAN.BINNINGTON","8476412","15-16","STL","G","L",1993-07-11,22,2011,3,88,1,12.78,1.07,4.61,7.01,0.35,76.79,84.74,95.01,-10.27,-0.68,-0.72
"Jordan Binnington","JORDAN.BINNINGTON","8476412","18-19","STL","G","L",1993-07-11,25,2011,3,88,32,1876.42,59.05,782.78,1101.88,67.9,92.46,94.64,93.84,0.8,11.52,8.85
"Jordan Binnington","JORDAN.BINNINGTON","8476412","19-20","STL","G","L",1993-07-11,26,2011,3,88,50,2946.73,125.78,1427.95,1958.17,130.34,91.19,93.58,93.34,0.23,3.25,4.56
"Jordan Binnington","JORDAN.BINNINGTON","8476412","20-21","STL","G","L",1993-07-11,27,2011,3,88,42,2447.67,108.61,1201.99,1667.96,111.91,90.96,93.49,93.29,0.2,2,3.3
"Jordan Binnington","JORDAN.BINNINGTON","8476412","21-22","STL","G","L",1993-07-11,28,2011,3,88,37,2144.95,111.87,1124.96,1560.8,101.48,90.06,92.83,93.5,-0.67,-7.46,-10.39
"Jose Theodore","JOSE.THEODORE","8460535","07-08","COL","G","R",1976-09-13,31,1994,2,44,53,3028.08,123.58,1382.39,1906.21,118.08,91.06,93.52,93.81,-0.29,2.28,-5.5
"Jose Theodore","JOSE.THEODORE","8460535","08-09","WSH","G","R",1976-09-13,32,1994,2,44,57,3288.35,156.33,1564.17,2177.23,143.27,90.01,92.82,93.42,-0.6,-13.21,-13.06
"Jose Theodore","JOSE.THEODORE","8460535","09-10","WSH","G","R",1976-09-13,33,1994,2,44,47,2585.63,120.82,1335.48,1823.2,121.27,90.95,93.37,93.35,0.02,-2.35,0.45
"Jose Theodore","JOSE.THEODORE","8460535","10-11","MIN","G","R",1976-09-13,34,1994,2,44,32,1792.9,79.83,957.8,1326.12,79.56,91.67,93.98,94,-0.02,3.72,-0.27
"Jose Theodore","JOSE.THEODORE","8460535","11-12","FLA","G","R",1976-09-13,35,1994,2,44,53,3049.45,124.81,1509.31,2045.92,126.08,91.73,93.9,93.84,0.06,5.82,1.27
"Jose Theodore","JOSE.THEODORE","8460535","12-13","FLA","G","R",1976-09-13,36,1994,2,44,15,766.47,42.51,401.39,546.46,32.89,89.41,92.22,93.98,-1.76,-7.16,-9.62
"Josef Korenar","JOSEF.KORENAR","8480373","20-21","S.J","G","L",1998-01-31,22,2016,NA,NA,10,491.83,26.61,263.88,362.58,24.1,89.92,92.66,93.35,-0.69,-2.32,-2.51
"Josef Korenar","JOSEF.KORENAR","8480373","21-22","ARI","G","L",1998-01-31,23,2016,NA,NA,2,70.3,3.14,40.85,58.8,3.75,92.31,94.66,93.62,1.04,0.65,0.61
"Joseph Woll","JOSEPH.WOLL","8479361","21-22","TOR","G","L",1998-07-12,23,2016,3,62,4,239.9,10.53,116.94,166.02,9.97,91,93.66,93.99,-0.34,0.32,-0.56
"Josh Harding","JOSH.HARDING","8470216","07-08","MIN","G","R",1984-06-18,23,2002,2,38,29,1570.57,76.47,829.56,1097.96,65.05,90.78,93.04,94.08,-1.04,-0.94,-11.42
"Josh Harding","JOSH.HARDING","8470216","08-09","MIN","G","R",1984-06-18,24,2002,2,38,19,855.97,30.99,447.68,624.56,36.69,93.08,95.04,94.13,0.91,9.97,5.7
"Josh Harding","JOSH.HARDING","8470216","09-10","MIN","G","R",1984-06-18,25,2002,2,38,25,1300.18,64.45,687.23,909.88,56.23,90.62,92.92,93.82,-0.9,-3.48,-8.22
"Josh Harding","JOSH.HARDING","8470216","11-12","MIN","G","R",1984-06-18,27,2002,2,38,34,1854.87,81.24,990.98,1386.16,81.2,91.8,94.14,94.14,0,4.53,-0.04
"Josh Harding","JOSH.HARDING","8470216","12-13","MIN","G","R",1984-06-18,28,2002,2,38,5,185.08,10.13,76.37,114.44,4.23,86.74,91.15,96.3,-5.16,-3.41,-5.9
"Josh Harding","JOSH.HARDING","8470216","13-14","MIN","G","R",1984-06-18,29,2002,2,38,29,1667.72,44.81,685.41,1002.97,53.22,93.46,95.53,94.69,0.84,14.13,8.41
"Josh Tordjman","JOSH.TORDJMAN","8473632","08-09","ARI","G","L",1985-01-11,23,2003,NA,NA,2,117.7,7.71,63.82,78.03,4.86,87.92,90.12,93.77,-3.65,-1.88,-2.85
"Jussi Rynnas","JUSSI.RYNNAS","8475680","11-12","TOR","G","L",1987-05-22,24,2005,NA,NA,2,98.9,7.72,46.94,77.65,5.05,83.55,90.06,93.5,-3.44,-3.66,-2.67
"Jussi Rynnas","JUSSI.RYNNAS","8475680","12-13","TOR","G","L",1987-05-22,25,2005,NA,NA,1,10.33,0,6.39,9.67,0.52,100,100,94.62,5.38,0.56,0.52
"Jussi Rynnas","JUSSI.RYNNAS","8475680","14-15","DAL","G","L",1987-05-22,27,2005,NA,NA,2,92.42,7.11,48.4,67.64,4.8,85.31,89.49,92.9,-3.42,-2.99,-2.31
"Justin Peters","JUSTIN.PETERS","8471251","09-10","CAR","G","L",1986-08-30,23,2004,2,38,9,488,23.7,240.84,372,25.76,90.16,93.63,93.08,0.55,-2.34,2.06
"Justin Peters","JUSTIN.PETERS","8471251","10-11","CAR","G","L",1986-08-30,24,2004,2,38,12,648.28,42.38,355.07,494.17,32.83,88.06,91.42,93.36,-1.93,-11.41,-9.55
"Justin Peters","JUSTIN.PETERS","8471251","11-12","CAR","G","L",1986-08-30,25,2004,2,38,7,387.07,15.78,231.12,323.84,20.63,93.17,95.13,93.63,1.5,4.22,4.85
"Justin Peters","JUSTIN.PETERS","8471251","12-13","CAR","G","L",1986-08-30,26,2004,2,38,19,954.4,55.21,514.64,733.65,52.45,89.27,92.47,92.85,-0.38,-9.88,-2.76
"Justin Peters","JUSTIN.PETERS","8471251","13-14","CAR","G","L",1986-08-30,27,2004,2,38,21,1225.33,50.91,629.52,893.25,55.33,91.91,94.3,93.81,0.49,3.22,4.42
"Justin Peters","JUSTIN.PETERS","8471251","14-15","WSH","G","L",1986-08-30,28,2004,2,38,12,646.98,35.09,301.52,441.76,27.8,88.36,92.06,93.71,-1.65,-9.37,-7.29
"Justin Peters","JUSTIN.PETERS","8471251","16-17","ARI","G","L",1986-08-30,30,2004,2,38,3,132.92,6.7,73.66,97.29,5.52,90.9,93.11,94.33,-1.21,-0.33,-1.18
"Justin Pogge","JUSTIN.POGGE","8471302","08-09","TOR","G","L",1986-04-22,22,2004,3,90,7,371.7,27.2,180.64,247.16,14.23,84.94,88.99,94.24,-5.25,-10.67,-12.97
"Justus Annunen","JUSTUS.ANNUNEN","8481020","21-22","COL","G","L",2000-03-11,21,2018,3,64,2,96.77,6.58,48.94,63.1,3.93,86.55,89.57,93.77,-4.2,-2.04,-2.65
"Juuse Saros","JUUSE.SAROS","8477424","15-16","NSH","G","L",1995-04-19,20,2013,4,99,1,58.02,3.15,23.6,31.91,2.41,86.65,90.13,92.45,-2.32,-1.14,-0.74
"Juuse Saros","JUUSE.SAROS","8477424","16-17","NSH","G","L",1995-04-19,21,2013,4,99,21,1199.92,46.73,606.06,873.5,51.63,92.29,94.65,94.09,0.56,5.66,4.9
"Juuse Saros","JUUSE.SAROS","8477424","17-18","NSH","G","L",1995-04-19,22,2013,4,99,26,1496.67,59.66,800.86,1095.82,74.71,92.55,94.56,93.18,1.37,10.59,15.05
"Juuse Saros","JUUSE.SAROS","8477424","18-19","NSH","G","L",1995-04-19,23,2013,4,99,31,1696.22,74.32,871.74,1234.41,78.5,91.47,93.98,93.64,0.34,4.26,4.18
"Juuse Saros","JUUSE.SAROS","8477424","19-20","NSH","G","L",1995-04-19,24,2013,4,99,40,2176.83,97.6,1147.03,1583.63,98.79,91.49,93.84,93.76,0.08,6.05,1.19
"Juuse Saros","JUUSE.SAROS","8477424","20-21","NSH","G","L",1995-04-19,25,2013,4,99,36,2051.8,78.23,1072.91,1420.15,85.98,92.71,94.49,93.95,0.55,20.51,7.75
"Juuse Saros","JUUSE.SAROS","8477424","21-22","NSH","G","L",1995-04-19,26,2013,4,99,67,3931.7,173.97,2105.29,2867.94,186.57,91.74,93.93,93.49,0.44,21.43,12.6
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","19-20","MIN","G","L",1996-08-16,23,2014,4,109,5,304.2,14.86,173.01,228,10.34,91.41,93.48,95.46,-1.98,0.78,-4.52
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","20-21","MIN","G","L",1996-08-16,24,2014,4,109,24,1414.47,67.68,683.7,950.7,52.34,90.1,92.88,94.49,-1.61,-4.77,-15.34
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","21-22","MIN/S.J","G","L",1996-08-16,25,2014,4,109,36,1946.95,92.82,1048.77,1459.59,94.62,91.15,93.64,93.52,0.12,4.52,1.8
"Kaden Fulcher","KADEN.FULCHER","8480363","18-19","DET","G","L",1998-09-23,19,2017,NA,NA,1,27.22,2.25,13.14,16.79,0.85,82.88,86.6,94.94,-8.34,-1.07,-1.4
"Karel Vejmelka","KAREL.VEJMELKA","8478872","21-22","ARI","G","R",1996-05-25,25,2015,5,145,52,2773.23,173.23,1729.8,2349.4,153.33,89.99,92.63,93.47,-0.85,-12.68,-19.9
"Kari Lehtonen","KARI.LEHTONEN","8470140","07-08","ATL","G","L",1983-11-16,23,2002,1,2,48,2706.77,132.51,1582.27,2073.46,128.72,91.63,93.61,93.79,-0.18,11.55,-3.79
"Kari Lehtonen","KARI.LEHTONEN","8470140","08-09","ATL","G","L",1983-11-16,24,2002,1,2,46,2624.25,136.34,1515.87,1989.02,134.87,91.01,93.15,93.22,-0.07,2.36,-1.47
"Kari Lehtonen","KARI.LEHTONEN","8470140","09-10","DAL","G","L",1983-11-16,25,2002,1,2,12,662.97,30.81,346.47,483.31,31.4,91.11,93.63,93.5,0.12,-0.07,0.59
"Kari Lehtonen","KARI.LEHTONEN","8470140","10-11","DAL","G","L",1983-11-16,26,2002,1,2,69,4119.18,175.81,2051.68,2877.38,172.67,91.43,93.89,94,-0.11,3.16,-3.14
"Kari Lehtonen","KARI.LEHTONEN","8470140","11-12","DAL","G","L",1983-11-16,27,2002,1,2,59,3496.82,136.7,1743.12,2459.07,148.03,92.16,94.44,93.98,0.46,14.16,11.33
"Kari Lehtonen","KARI.LEHTONEN","8470140","12-13","DAL","G","L",1983-11-16,28,2002,1,2,36,1986.18,88.73,1048.21,1478.27,102.7,91.54,94,93.05,0.95,3.6,13.97
"Kari Lehtonen","KARI.LEHTONEN","8470140","13-14","DAL","G","L",1983-11-16,29,2002,1,2,65,3803.98,151.81,1860.36,2639.64,177.59,91.84,94.25,93.27,0.98,8.16,25.78
"Kari Lehtonen","KARI.LEHTONEN","8470140","14-15","DAL","G","L",1983-11-16,30,2002,1,2,65,3697.68,181.41,1849.92,2613.02,169.6,90.19,93.06,93.51,-0.45,-23.66,-11.81
"Kari Lehtonen","KARI.LEHTONEN","8470140","15-16","DAL","G","L",1983-11-16,31,2002,1,2,43,2279.18,104.59,1110.54,1604.63,104.38,90.58,93.48,93.5,-0.01,-9.97,-0.21
"Kari Lehtonen","KARI.LEHTONEN","8470140","16-17","DAL","G","L",1983-11-16,32,2002,1,2,59,3177.15,150.26,1540.81,2205.64,151.59,90.25,93.19,93.13,0.06,-17.05,1.33
