"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"John Gibson","JOHN.GIBSON","8476434","17-18","ANA","G","L",1993-07-14,24,2011,2,39,60,3428.5,316,2121,427,27.7,11.8,-0.1,-0.1,39.2,7.6,14.6
"John Gibson","JOHN.GIBSON","8476434","18-19","ANA","G","L",1993-07-14,25,2011,2,39,58,3233,290.1,2063,414,28.2,7.4,0,-0.2,35.5,6.6,12.4
"John Gibson","JOHN.GIBSON","8476434","19-20","ANA","G","L",1993-07-14,26,2011,2,39,51,2975.7,219.9,1864,243,11.4,-4.4,-0.2,0.1,6.8,1.2,2.3
"John Gibson","JOHN.GIBSON","8476434","20-21","ANA","G","L",1993-07-14,27,2011,2,39,35,1701,175.1,1193,199,11.5,-1.1,-0.1,0,10.3,1.8,3.4
"John Gibson","JOHN.GIBSON","8476434","21-22","ANA","G","L",1993-07-14,28,2011,2,39,56,2735.8,230.9,2040,349,1.8,7.7,-0.9,0.6,9,1.6,3
"John Grahame","JOHN.GRAHAME","8460715","07-08","CAR","G","L",1975-08-31,32,1994,9,229,17,847.5,97.4,441,104,-3.8,-5.4,-0.3,-0.1,-9.6,-1.7,-3.3
"Jon Gillies","JON.GILLIES","8476903","16-17","CGY","G","L",1994-01-22,22,2012,3,75,1,60,6,42,3,0.5,0,0,0,0.5,0.1,0.2
"Jon Gillies","JON.GILLIES","8476903","17-18","CGY","G","L",1994-01-22,23,2012,3,75,11,604.9,62.1,302,74,-5.1,3.1,0,-0.1,-2.1,-0.4,-0.8
"Jon Gillies","JON.GILLIES","8476903","21-22","N.J/STL","G","L",1994-01-22,27,2012,3,75,20,863.3,59.9,630,71,-10.5,1.5,0.1,-0.1,-9,-1.6,-3
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","09-10","TOR","G","L",1984-10-24,24,2003,NA,NA,42,2339.6,197.4,1276,279,-1.9,0.3,0,-0.4,-2,-0.4,-0.7
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","10-11","TOR","G","L",1984-10-24,25,2003,NA,NA,23,1242.1,100.8,708,123,-3.3,-6.9,0.1,-0.4,-10.6,-1.9,-3.6
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","11-12","TOR","G","L",1984-10-24,26,2003,NA,NA,42,2300.7,163.3,1366,189,-2,-0.8,-0.2,0.6,-2.4,-0.4,-0.8
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","12-13","DET","G","L",1984-10-24,27,2003,NA,NA,7,349.2,27.6,171,27,-3.4,-0.3,-0.2,0.3,-3.6,-0.7,-1.2
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","13-14","DET","G","L",1984-10-24,28,2003,NA,NA,27,1550.7,157.8,753,172,-4.6,1.2,0.1,-0.4,-3.7,-0.7,-1.3
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","14-15","DET","G","L",1984-10-24,29,2003,NA,NA,7,351.2,37.5,164,59,2.8,-0.2,-0.2,0.3,2.7,0.5,1
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","15-16","BOS","G","L",1984-10-24,30,2003,NA,NA,24,1258.5,117,695,134,-6,0.2,0.1,0.2,-5.6,-1.1,-2.1
"Jonas Gustavsson","JONAS.GUSTAVSSON","8475361","16-17","EDM","G","L",1984-10-24,31,2003,NA,NA,7,329,24.2,165,26,-4.3,-0.1,0,-0.1,-4.4,-0.8,-1.6
"Jonas Hiller","JONAS.HILLER","8473972","07-08","ANA","G","R",1982-02-12,25,2000,NA,NA,23,1223.1,150,514,193,9.9,8.2,0.2,-0.3,17.9,3.2,6.2
"Jonas Hiller","JONAS.HILLER","8473972","08-09","ANA","G","R",1982-02-12,26,2000,NA,NA,46,2486.7,302.8,1218,403,22.8,3.1,0.3,-0.3,25.9,4.7,9
"Jonas Hiller","JONAS.HILLER","8473972","09-10","ANA","G","R",1982-02-12,27,2000,NA,NA,59,3337.7,325.6,1943,410,30.5,-0.3,0.3,-0.3,30.1,5.4,10.5
"Jonas Hiller","JONAS.HILLER","8473972","10-11","ANA","G","R",1982-02-12,28,2000,NA,NA,49,2671.5,260.8,1680,354,22.3,5.6,0.3,-0.7,27.4,4.9,9.4
"Jonas Hiller","JONAS.HILLER","8473972","11-12","ANA","G","R",1982-02-12,29,2000,NA,NA,73,4252.5,389.2,2342,443,9.2,0.2,0.3,-0.6,9.1,1.6,2.9
"Jonas Hiller","JONAS.HILLER","8473972","12-13","ANA","G","R",1982-02-12,30,2000,NA,NA,26,1498.3,145.5,787,177,11.2,-3,-0.1,0.7,8.8,1.6,3
"Jonas Hiller","JONAS.HILLER","8473972","13-14","ANA","G","R",1982-02-12,31,2000,NA,NA,50,2908.9,253.7,1569,326,17.1,-1.2,0.2,-0.7,15.4,2.9,5.4
"Jonas Hiller","JONAS.HILLER","8473972","14-15","CGY","G","R",1982-02-12,32,2000,NA,NA,52,2868.8,179,1741,193,17.7,-3.6,0.2,-0.3,14,2.7,5.1
"Jonas Hiller","JONAS.HILLER","8473972","15-16","CGY","G","R",1982-02-12,33,2000,NA,NA,26,1350.9,120.2,749,159,-9.7,-6.5,0.1,-0.1,-16.1,-3.1,-6
"Jonas Johansson","JONAS.JOHANSSON","8477992","19-20","BUF","G","L",1995-09-19,23,2014,3,61,6,326.7,15.8,184,15,-2.9,0,0,0,-2.9,-0.5,-1
"Jonas Johansson","JONAS.JOHANSSON","8477992","20-21","BUF/COL","G","L",1995-09-19,24,2014,3,61,15,688.6,62.9,435,78,-3.5,1.4,0,-0.1,-2.2,-0.4,-0.7
"Jonas Johansson","JONAS.JOHANSSON","8477992","21-22","COL/FLA","G","L",1995-09-19,25,2014,3,61,11,404.1,35.9,296,33,-13,-0.2,0,-0.1,-13.2,-2.3,-4.4
"Jonathan Bernier","JONATHAN.BERNIER","8473541","07-08","L.A","G","L",1988-08-07,19,2006,1,11,4,238.4,35.3,116,56,-0.4,-0.4,0,-0.1,-0.8,-0.1,-0.3
"Jonathan Bernier","JONATHAN.BERNIER","8473541","09-10","L.A","G","L",1988-08-07,21,2006,1,11,3,185,15.5,111,28,3,0.4,0,0.1,3.6,0.7,1.3
"Jonathan Bernier","JONATHAN.BERNIER","8473541","10-11","L.A","G","L",1988-08-07,22,2006,1,11,25,1378.2,130.3,704,150,-1.7,1.2,0.1,0.1,-0.2,0,-0.1
"Jonathan Bernier","JONATHAN.BERNIER","8473541","11-12","L.A","G","L",1988-08-07,23,2006,1,11,16,890.2,100.3,402,115,-2.6,2.9,0.1,-0.2,0.3,0,0.1
"Jonathan Bernier","JONATHAN.BERNIER","8473541","12-13","L.A","G","L",1988-08-07,24,2006,1,11,14,768.4,61.7,363,80,5.5,0.4,0,0,5.9,1.1,2
"Jonathan Bernier","JONATHAN.BERNIER","8473541","13-14","TOR","G","L",1988-08-07,25,2006,1,11,55,3083.6,257.7,2083,366,26.1,1.7,-0.1,0.6,28.2,5.4,10
"Jonathan Bernier","JONATHAN.BERNIER","8473541","14-15","TOR","G","L",1988-08-07,26,2006,1,11,58,3177.2,295.3,1953,412,10.8,3.7,0.2,0.8,15.5,3,5.6
"Jonathan Bernier","JONATHAN.BERNIER","8473541","15-16","TOR","G","L",1988-08-07,27,2006,1,11,38,2146.8,199.8,1308,205,-6.5,3.8,0,0.8,-2,-0.4,-0.7
"Jonathan Bernier","JONATHAN.BERNIER","8473541","16-17","ANA","G","L",1988-08-07,28,2006,1,11,39,1993.2,187.9,1157,266,8.7,5.3,-0.2,0.1,13.8,2.6,5
"Jonathan Bernier","JONATHAN.BERNIER","8473541","17-18","COL","G","L",1988-08-07,29,2006,1,11,37,2001.4,176,1141,270,7.2,2.1,0.1,-0.1,9.3,1.8,3.5
"Jonathan Bernier","JONATHAN.BERNIER","8473541","18-19","DET","G","L",1988-08-07,30,2006,1,11,35,1859.9,137.1,1161,190,-1.6,5.3,0.1,0,3.7,0.7,1.3
"Jonathan Bernier","JONATHAN.BERNIER","8473541","19-20","DET","G","L",1988-08-07,31,2006,1,11,46,2559.8,224.2,1457,299,15.3,0.9,-0.2,0.2,16.1,2.9,5.5
"Jonathan Bernier","JONATHAN.BERNIER","8473541","20-21","DET","G","L",1988-08-07,32,2006,1,11,24,1077.8,100.3,821,124,6.8,0.9,0.1,-0.1,7.7,1.4,2.6
"Jonathan Bernier","JONATHAN.BERNIER","8473541","21-22","N.J","G","L",1988-08-07,33,2006,1,11,10,409.9,52.7,287,53,2.8,-2,0,-0.1,0.7,0.1,0.2
"Jonathan Quick","JONATHAN.QUICK","8471734","07-08","L.A","G","L",1986-01-21,21,2005,3,72,3,140.5,15.9,66,17,-0.1,0,0,0,-0.1,0,0
"Jonathan Quick","JONATHAN.QUICK","8471734","08-09","L.A","G","L",1986-01-21,22,2005,3,72,44,2494.9,307.7,1245,387,13.5,4.5,0.3,-0.3,18,3.3,6.3
"Jonathan Quick","JONATHAN.QUICK","8471734","09-10","L.A","G","L",1986-01-21,23,2005,3,72,72,4258.9,427.1,2141,470,17.2,-4.4,0.3,-0.5,12.6,2.3,4.4
"Jonathan Quick","JONATHAN.QUICK","8471734","10-11","L.A","G","L",1986-01-21,24,2005,3,72,61,3590.6,322.3,1881,379,15.7,8.6,0.3,-0.8,23.8,4.3,8.1
"Jonathan Quick","JONATHAN.QUICK","8471734","11-12","L.A","G","L",1986-01-21,25,2005,3,72,69,4099.4,403,2135,488,34.2,8.3,-0.3,-0.8,41.3,7.2,13.4
"Jonathan Quick","JONATHAN.QUICK","8471734","12-13","L.A","G","L",1986-01-21,26,2005,3,72,37,2133.7,195.9,991,221,-3.1,4.3,0,0.1,1.2,0.2,0.4
"Jonathan Quick","JONATHAN.QUICK","8471734","13-14","L.A","G","L",1986-01-21,27,2005,3,72,49,2904.8,270.9,1320,328,19.2,-1.5,0,0.6,18.2,3.4,6.5
"Jonathan Quick","JONATHAN.QUICK","8471734","14-15","L.A","G","L",1986-01-21,28,2005,3,72,72,4184.2,343.1,2146,391,21.2,-0.6,-0.1,-0.4,20,3.8,7.3
"Jonathan Quick","JONATHAN.QUICK","8471734","15-16","L.A","G","L",1986-01-21,29,2005,3,72,68,4034.5,381.4,1985,487,23.5,5.1,0,0.2,28.8,5.6,10.7
"Jonathan Quick","JONATHAN.QUICK","8471734","16-17","L.A","G","L",1986-01-21,30,2005,3,72,17,931,72.3,522,90,10.3,1.9,0.1,0.4,12.7,2.4,4.6
"Jonathan Quick","JONATHAN.QUICK","8471734","17-18","L.A","G","L",1986-01-21,31,2005,3,72,64,3677.1,334.1,2122,412,30.7,10.7,-0.5,0.2,41.1,8,15.3
"Jonathan Quick","JONATHAN.QUICK","8471734","18-19","L.A","G","L",1986-01-21,32,2005,3,72,46,2647.6,181.8,1596,227,-5.2,-2.9,-0.2,0.1,-8.3,-1.6,-2.9
"Jonathan Quick","JONATHAN.QUICK","8471734","19-20","L.A","G","L",1986-01-21,33,2005,3,72,42,2516.2,180.6,1425,231,9,-2.5,0.1,-0.1,6.5,1.2,2.2
"Jonathan Quick","JONATHAN.QUICK","8471734","20-21","L.A","G","L",1986-01-21,34,2005,3,72,22,985.4,105.3,640,122,-2.7,3.1,0.1,0.2,0.7,0.1,0.2
"Jonathan Quick","JONATHAN.QUICK","8471734","21-22","L.A","G","L",1986-01-21,35,2005,3,72,46,2229.7,200.2,1427,257,24.8,-1.1,-0.2,0.6,24.1,4.2,8
"Joni Ortio","JONI.ORTIO","8475299","13-14","CGY","G","L",1991-04-16,22,2009,6,170,9,500.9,43.9,236,42,-4.3,1.6,0,-0.1,-2.9,-0.5,-1
"Joni Ortio","JONI.ORTIO","8475299","14-15","CGY","G","L",1991-04-16,23,2009,6,170,6,333.3,19.2,190,23,-3,0.3,0,0.1,-2.5,-0.5,-0.9
"Joni Ortio","JONI.ORTIO","8475299","15-16","CGY","G","L",1991-04-16,24,2009,6,170,22,1196.8,93.3,686,100,2.5,0.1,-0.3,0.7,3.1,0.6,1.1
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","15-16","CBJ","G","L",1994-04-28,21,2012,3,62,31,1803,159.7,1105,185,18,0.4,-0.1,-0.1,18.2,3.5,6.8
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","16-17","CBJ","G","L",1994-04-28,22,2012,3,62,14,790.5,55.2,491,77,0.9,1.8,0,0,2.8,0.5,1
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","17-18","CBJ","G","L",1994-04-28,23,2012,3,62,18,1048.8,82.2,600,103,-5.3,1.6,0.1,-0.1,-3.8,-0.7,-1.4
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","18-19","CBJ","G","L",1994-04-28,24,2012,3,62,27,1360.6,84.7,780,91,0,-1.3,0.1,0,-1.2,-0.2,-0.4
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","19-20","CBJ","G","L",1994-04-28,25,2012,3,62,37,2125.9,163.7,1127,190,6.5,0.7,0.1,0.2,7.5,1.3,2.6
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","20-21","CBJ","G","L",1994-04-28,26,2012,3,62,33,1483.5,124.3,1062,141,-6.9,-3.7,-0.1,0,-10.7,-1.9,-3.6
"Joonas Korpisalo","JOONAS.KORPISALO","8476914","21-22","CBJ","G","L",1994-04-28,27,2012,3,62,22,917.8,99.8,668,123,-8.9,-1.2,-0.1,-0.1,-10.3,-1.8,-3.5
"Jordan Binnington","JORDAN.BINNINGTON","8476412","15-16","STL","G","L",1993-07-11,22,2011,3,88,1,12.8,0,6,0,0,0,0,0,0,0,0
"Jordan Binnington","JORDAN.BINNINGTON","8476412","18-19","STL","G","L",1993-07-11,25,2011,3,88,32,1876.4,117.5,956,129,20.6,0.3,0.1,-0.2,20.8,3.9,7.3
"Jordan Binnington","JORDAN.BINNINGTON","8476412","19-20","STL","G","L",1993-07-11,26,2011,3,88,50,2946.7,238.2,1558,294,18.5,-2.6,-0.2,-0.3,15.3,2.7,5.2
"Jordan Binnington","JORDAN.BINNINGTON","8476412","20-21","STL","G","L",1993-07-11,27,2011,3,88,42,2057.2,191.8,1353,245,15.9,-0.1,-0.1,0.3,15.9,2.9,5.3
"Jordan Binnington","JORDAN.BINNINGTON","8476412","21-22","STL","G","L",1993-07-11,28,2011,3,88,37,1806.3,164.7,1335,171,-1.2,0.4,-0.2,-0.1,-1.2,-0.2,-0.4
"Jose Theodore","JOSE.THEODORE","8460535","07-08","COL","G","R",1976-09-13,31,1994,2,44,53,3028.1,300.4,1438,322,10.8,2.2,0.4,-0.6,12.8,2.3,4.4
"Jose Theodore","JOSE.THEODORE","8460535","08-09","WSH","G","R",1976-09-13,32,1994,2,44,57,3288.3,397.6,1588,507,5.5,-0.9,0,-0.2,4.4,0.8,1.5
"Jose Theodore","JOSE.THEODORE","8460535","09-10","WSH","G","R",1976-09-13,33,1994,2,44,47,2585.6,287.2,1403,357,14.6,-1.1,0.2,0.3,14,2.5,4.9
"Jose Theodore","JOSE.THEODORE","8460535","10-11","MIN","G","R",1976-09-13,34,1994,2,44,32,1792.9,181.5,1042,238,-0.3,4,0,0.3,4.1,0.7,1.4
"Jose Theodore","JOSE.THEODORE","8460535","11-12","FLA","G","R",1976-09-13,35,1994,2,44,53,3049.4,258.2,1644,315,14.5,-2.6,0,0.6,12.4,2.2,4
"Jose Theodore","JOSE.THEODORE","8460535","12-13","FLA","G","R",1976-09-13,36,1994,2,44,15,766.5,69.1,429,89,-4,-2.1,-0.2,0.1,-6.1,-1.1,-2.1
"Josef Korenar","JOSEF.KORENAR","8480373","20-21","S.J","G","L",1998-01-31,22,2016,NA,NA,10,397.3,42,291,50,0.8,0.9,0,0.1,1.9,0.3,0.6
"Josef Korenar","JOSEF.KORENAR","8480373","21-22","ARI","G","L",1998-01-31,23,2016,NA,NA,2,55.3,7,42,8,0.2,0.1,0,0,0.3,0.1,0.1
"Joseph Woll","JOSEPH.WOLL","8479361","21-22","TOR","G","L",1998-07-12,23,2016,3,62,4,198.4,21.1,151,20,1.1,-0.4,-0.1,0,0.5,0.1,0.2
"Josh Harding","JOSH.HARDING","8470216","07-08","MIN","G","R",1984-06-18,23,2002,2,38,29,1570.6,174.5,856,201,0.3,1.1,0.2,0,1.6,0.3,0.6
"Josh Harding","JOSH.HARDING","8470216","08-09","MIN","G","R",1984-06-18,24,2002,2,38,19,856,92.2,458,126,6.4,5.3,-0.1,0.2,11.8,2.1,4.1
"Josh Harding","JOSH.HARDING","8470216","09-10","MIN","G","R",1984-06-18,25,2002,2,38,25,1300.2,129.4,706,162,3.3,-4.1,-0.1,0,-0.9,-0.2,-0.3
"Josh Harding","JOSH.HARDING","8470216","11-12","MIN","G","R",1984-06-18,27,2002,2,38,34,1854.9,192.4,1109,221,5,2.5,0.1,0.8,8.4,1.5,2.7
"Josh Harding","JOSH.HARDING","8470216","12-13","MIN","G","R",1984-06-18,28,2002,2,38,5,185.1,19.4,91,13,-3.9,0,0,-0.1,-3.9,-0.7,-1.4
"Josh Harding","JOSH.HARDING","8470216","13-14","MIN","G","R",1984-06-18,29,2002,2,38,29,1667.7,138.1,815,148,14.3,1.1,0.1,-0.2,15.2,2.9,5.4
"Josh Tordjman","JOSH.TORDJMAN","8473632","08-09","ARI","G","L",1985-01-11,23,2003,NA,NA,2,117.7,6.7,65,6,-1.2,0,0,0,-1.2,-0.2,-0.4
"Jussi Rynnas","JUSSI.RYNNAS","8475680","11-12","TOR","G","L",1987-05-22,24,2005,NA,NA,2,98.9,7.7,55,9,-0.4,0,0,0,-0.3,-0.1,-0.1
"Jussi Rynnas","JUSSI.RYNNAS","8475680","12-13","TOR","G","L",1987-05-22,25,2005,NA,NA,1,10.3,2,5,3,0,0,0,0,0,0,0
"Jussi Rynnas","JUSSI.RYNNAS","8475680","14-15","DAL","G","L",1987-05-22,27,2005,NA,NA,2,92.4,10.3,47,10,-0.1,0,0,0,-0.1,0,0
"Justin Peters","JUSTIN.PETERS","8471251","09-10","CAR","G","L",1986-08-30,23,2004,2,38,9,488,44.4,299,53,5.6,-0.9,0,0,4.7,0.9,1.7
"Justin Peters","JUSTIN.PETERS","8471251","10-11","CAR","G","L",1986-08-30,24,2004,2,38,12,648.3,55.5,372,83,-5.1,-4,-0.3,0,-9.4,-1.7,-3.2
"Justin Peters","JUSTIN.PETERS","8471251","11-12","CAR","G","L",1986-08-30,25,2004,2,38,7,387.1,32.1,263,48,6.3,-0.2,0,-0.2,6,1,1.9
"Justin Peters","JUSTIN.PETERS","8471251","12-13","CAR","G","L",1986-08-30,26,2004,2,38,19,954.4,79.9,587,106,4.4,1.3,0,0.1,5.9,1.1,2
"Justin Peters","JUSTIN.PETERS","8471251","13-14","CAR","G","L",1986-08-30,27,2004,2,38,21,1225.3,104.7,730,122,7.6,1.5,-0.3,-0.3,8.5,1.6,3
"Justin Peters","JUSTIN.PETERS","8471251","14-15","WSH","G","L",1986-08-30,28,2004,2,38,12,647,62.6,342,76,-4.4,-0.9,0,-0.1,-5.4,-1,-2
"Justin Peters","JUSTIN.PETERS","8471251","16-17","ARI","G","L",1986-08-30,30,2004,2,38,3,132.9,7.1,84,6,0,0,0,0,0,0,0
"Justin Pogge","JUSTIN.POGGE","8471302","08-09","TOR","G","L",1986-04-22,22,2004,3,90,7,371.7,39.1,197,35,-10.4,-0.8,0,-0.1,-11.2,-2,-3.9
"Justus Annunen","JUSTUS.ANNUNEN","8481020","21-22","COL","G","L",2000-03-11,21,2018,3,64,2,79.8,7.3,55,10,0.2,-0.3,0,0,-0.1,0,0
"Juuse Saros","JUUSE.SAROS","8477424","15-16","NSH","G","L",1995-04-19,20,2013,4,99,1,58,7,21,9,0.1,0,0,0,0.2,0,0.1
"Juuse Saros","JUUSE.SAROS","8477424","16-17","NSH","G","L",1995-04-19,21,2013,4,99,21,1199.9,102.7,721,134,2.5,4.3,0.1,-0.2,6.7,1.3,2.4
"Juuse Saros","JUUSE.SAROS","8477424","17-18","NSH","G","L",1995-04-19,22,2013,4,99,26,1496.7,143.8,887,185,14.2,3.4,0.1,0.4,18.1,3.5,6.7
"Juuse Saros","JUUSE.SAROS","8477424","18-19","NSH","G","L",1995-04-19,23,2013,4,99,31,1696.2,155.7,992,189,9.5,3.6,0.1,0,13.2,2.5,4.6
"Juuse Saros","JUUSE.SAROS","8477424","19-20","NSH","G","L",1995-04-19,24,2013,4,99,40,2176.8,185.3,1260,236,10.3,5.8,0.1,0,16.1,2.9,5.5
"Juuse Saros","JUUSE.SAROS","8477424","20-21","NSH","G","L",1995-04-19,25,2013,4,99,36,1713.2,162.3,1196,172,28.3,-4.3,-0.1,-0.1,23.9,4.3,8
"Juuse Saros","JUUSE.SAROS","8477424","21-22","NSH","G","L",1995-04-19,26,2013,4,99,67,3174.8,374.5,2179,516,25.8,6.2,0.2,-0.3,31.9,5.6,10.7
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","19-20","MIN","G","L",1996-08-16,23,2014,4,109,5,304.2,17.9,192,27,1.4,-0.8,0,0,0.6,0.1,0.2
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","20-21","MIN","G","L",1996-08-16,24,2014,4,109,24,1152.2,121.5,777,130,-7.2,-2.5,-0.1,0.1,-9.7,-1.7,-3.2
"Kaapo Kahkonen","KAAPO.KAHKONEN","8478039","21-22","MIN/S.J","G","L",1996-08-16,25,2014,4,109,36,1603.8,171.9,1141,250,15.2,1.5,-0.1,-0.2,16.4,2.9,5.5
"Kaden Fulcher","KADEN.FULCHER","8480363","18-19","DET","G","L",1998-09-23,19,2017,NA,NA,1,27.2,0.9,13,1,0.1,0,0,0,0.1,0,0
"Karel Vejmelka","KAREL.VEJMELKA","8478872","21-22","ARI","G","R",1996-05-25,25,2015,5,145,52,2319.4,246.8,1820,370,-6.4,-1.8,0.1,-0.3,-8.3,-1.5,-2.8
"Kari Lehtonen","KARI.LEHTONEN","8470140","07-08","ATL","G","L",1983-11-16,23,2002,1,2,48,2706.8,301.1,1486,347,8.9,4.2,0,0.7,13.8,2.5,4.8
"Kari Lehtonen","KARI.LEHTONEN","8470140","08-09","ATL","G","L",1983-11-16,24,2002,1,2,46,2624.2,314.9,1432,383,16.9,-1.3,-0.3,1.3,16.6,3,5.8
"Kari Lehtonen","KARI.LEHTONEN","8470140","09-10","DAL","G","L",1983-11-16,25,2002,1,2,12,663,77.8,376,91,2.4,0.5,0.1,0.2,3.1,0.6,1.1
"Kari Lehtonen","KARI.LEHTONEN","8470140","10-11","DAL","G","L",1983-11-16,26,2002,1,2,69,4119.2,388.5,2236,488,24,-2.4,-0.1,-0.1,21.4,3.8,7.3
"Kari Lehtonen","KARI.LEHTONEN","8470140","11-12","DAL","G","L",1983-11-16,27,2002,1,2,59,3496.8,359.8,1904,463,14.3,6.9,0.2,0.6,22,3.8,7.1
"Kari Lehtonen","KARI.LEHTONEN","8470140","12-13","DAL","G","L",1983-11-16,28,2002,1,2,36,1986.2,192.7,1144,269,18.7,5.8,0.1,0.5,25.2,4.7,8.7
"Kari Lehtonen","KARI.LEHTONEN","8470140","13-14","DAL","G","L",1983-11-16,29,2002,1,2,65,3804,304.2,2128,406,25.9,5.9,0.1,0.8,32.7,6.2,11.6
"Kari Lehtonen","KARI.LEHTONEN","8470140","14-15","DAL","G","L",1983-11-16,30,2002,1,2,65,3697.7,324.3,2116,392,3.7,1.2,0,-0.1,4.8,0.9,1.7
"Kari Lehtonen","KARI.LEHTONEN","8470140","15-16","DAL","G","L",1983-11-16,31,2002,1,2,43,2279.2,189.8,1309,233,-0.4,4.2,-0.1,-0.4,3.4,0.6,1.2
"Kari Lehtonen","KARI.LEHTONEN","8470140","16-17","DAL","G","L",1983-11-16,32,2002,1,2,59,3177.2,237.1,1827,295,19.6,-9.9,-0.2,0.6,10.1,1.9,3.7
"Kari Lehtonen","KARI.LEHTONEN","8470140","17-18","DAL","G","L",1983-11-16,33,2002,1,2,37,1944.3,178.4,1047,214,13.2,-4.4,-0.1,-0.1,8.6,1.7,3.2
"Karri Ramo","KARRI.RAMO","8471403","07-08","T.B","G","L",1986-07-01,21,2004,6,191,22,1268.7,127.6,694,136,-3.5,-0.3,-0.2,-0.1,-4.1,-0.7,-1.4
"Karri Ramo","KARRI.RAMO","8471403","08-09","T.B","G","L",1986-07-01,22,2004,6,191,24,1311.9,163.5,761,238,-3.6,-2.5,0,0.7,-5.4,-1,-1.9
"Karri Ramo","KARRI.RAMO","8471403","13-14","CGY","G","L",1986-07-01,27,2004,6,191,40,2193.8,178.3,1277,217,7.5,-0.7,-1,-0.3,5.5,1,1.9
"Karri Ramo","KARRI.RAMO","8471403","14-15","CGY","G","L",1986-07-01,28,2004,6,191,34,1731.8,111.6,1014,137,2.2,1.8,0.1,-0.2,3.9,0.7,1.4
"Karri Ramo","KARRI.RAMO","8471403","15-16","CGY","G","L",1986-07-01,29,2004,6,191,37,2144.6,131.3,1240,168,5.6,0.1,0.1,-0.2,5.6,1.1,2.1
"Kasimir Kaskisuo","KASIMIR.KASKISUO","8479288","19-20","TOR","G","L",1993-10-02,25,2012,NA,NA,1,60,1.9,36,8,0,0,0,0,0,0,0
"Kasimir Kaskisuo","KASIMIR.KASKISUO","8479288","20-21","NSH","G","L",1993-10-02,26,2012,NA,NA,1,15.4,0,6,0,0.1,0,0,0,0.1,0,0
"Keith Kinkaid","KEITH.KINKAID","8476234","12-13","N.J","G","L",1989-07-04,23,2007,NA,NA,1,25.8,2,12,1,0.1,0,0,0,0.1,0,0
"Keith Kinkaid","KEITH.KINKAID","8476234","14-15","N.J","G","L",1989-07-04,25,2007,NA,NA,19,925.4,97.4,512,97,6.6,-3.1,0.1,0,3.6,0.7,1.3
"Keith Kinkaid","KEITH.KINKAID","8476234","15-16","N.J","G","L",1989-07-04,26,2007,NA,NA,23,1240.8,112,654,152,-8.2,3.2,-0.1,0.2,-5,-1,-1.8
"Keith Kinkaid","KEITH.KINKAID","8476234","16-17","N.J","G","L",1989-07-04,27,2007,NA,NA,26,1476.1,137.4,836,185,12.1,-0.5,0.1,0.9,12.6,2.4,4.6
"Keith Kinkaid","KEITH.KINKAID","8476234","17-18","N.J","G","L",1989-07-04,28,2007,NA,NA,41,2297.6,190.9,1420,211,5.6,3.3,0,0.1,8.9,1.7,3.3
"Keith Kinkaid","KEITH.KINKAID","8476234","18-19","N.J","G","L",1989-07-04,29,2007,NA,NA,41,2302,211.3,1406,198,-11.7,-1.3,0.1,0.1,-12.7,-2.4,-4.5
"Keith Kinkaid","KEITH.KINKAID","8476234","19-20","MTL","G","L",1989-07-04,30,2007,NA,NA,6,340,26,217,41,-4.7,-1.1,0,0,-5.9,-1,-2
"Keith Kinkaid","KEITH.KINKAID","8476234","20-21","NYR","G","L",1989-07-04,31,2007,NA,NA,9,395.3,44.5,236,43,-2.1,1.5,0,-0.1,-0.6,-0.1,-0.2
"Keith Kinkaid","KEITH.KINKAID","8476234","21-22","NYR","G","L",1989-07-04,32,2007,NA,NA,1,53.2,2.9,38,3,0.7,0,0,0,0.7,0.1,0.2
"Ken Appleby","KEN.APPLEBY","8478965","17-18","N.J","G","L",1995-04-10,22,2013,NA,NA,3,124.3,11.7,62,11,1.1,0.1,0,0,1.2,0.2,0.4
"Kent Simpson","KENT.SIMPSON","8475720","13-14","CHI","G","L",1992-03-26,21,2010,2,58,1,20,0,13,0,0.1,0,0,0,0,0,0
"Kevin Boyle","KEVIN.BOYLE","8479294","18-19","ANA","G","L",1992-05-30,26,2010,NA,NA,5,276.9,25.5,160,34,3.1,0.2,0,0.1,3.4,0.6,1.2
